original_index,question,cypher,typeql
87,List characters with the highest 3 book1PageRanks in community 504.,"MATCH (c:Character)
WHERE c.community = 504
RETURN c.name, c.book1PageRank
ORDER BY c.book1PageRank DESC
LIMIT 3","match
$c isa character, has community 504, has name $n, has book1_page_rank $r;
sort $r desc;
limit 3;
fetch {
  ""name"": $n,
  ""book1PageRank"": $r
};"
88,Which characters have a centrality less than 0.05?,"MATCH (c:Character)
WHERE c.centrality < 0.05
RETURN c.name","match
$c isa character, has centrality $cent;
$cent < 0.05;
fetch {
  ""name"": $c.name
};"
89,Find characters with a book45PageRank in the top 10 highest values.,"MATCH (c:Character)
WITH c
ORDER BY c.book45PageRank DESC
LIMIT 10
RETURN c.name, c.book45PageRank","match
$c isa character, has name $n, has book45_page_rank $r;
sort $r desc;
limit 10;
fetch {
  ""name"": $n,
  ""book45_page_rank"": $r
};"
90,Who are the characters in community 795 with a pagerank above 0.5?,"MATCH (c:Character)
WHERE c.community = 795 AND c.pagerank > 0.5
RETURN c.name","match
$c isa character, has community 795, has pagerank $pr;
$pr > 0.5;
fetch {
  ""name"": $c.name
};"
91,List all characters with a book1BetweennessCentrality higher than 2000 and a book1PageRank lower than 3.,"MATCH (c:Character)
WHERE c.book1BetweennessCentrality > 2000 AND c.book1PageRank < 3
RETURN c.name","match
$c isa character, has book1_betweenness_centrality $bbc, has book1_page_rank $bpr;
$bbc > 2000;
$bpr < 3.0;
fetch {
  ""name"": $c.name
};"
92,What are the names of characters who have a pagerank and a centrality of 1?,"MATCH (c:Character)
WHERE c.pagerank = 1.0 AND c.centrality = 1.0
RETURN c.name","match
$c isa character, has pagerank 1.0, has centrality 1.0;
fetch {
  ""name"": $c.name
};"
93,Identify characters with a centrality greater than 0.9 and a pagerank less than 0.5.,"MATCH (c:Character)
WHERE c.centrality > 0.9 AND c.pagerank < 0.5
RETURN c.name, c.centrality, c.pagerank","match
$c isa character, has centrality $cent, has pagerank $pr;
$cent > 0.9;
$pr < 0.5;
fetch {
  ""name"": $c.name,
  ""centrality"": $cent,
  ""pagerank"": $pr
};"
94,List the characters with a pagerank less than 0.15.,"MATCH (c:Character)
WHERE c.pagerank < 0.15
RETURN c.name","match
$c isa character, has pagerank $pr, has name $n;
$pr < 0.15;
fetch {
  ""name"": $n
};"
95,Find characters with a book1PageRank and book45PageRank both under 2.,"MATCH (c:Character)
WHERE c.book1PageRank < 2 AND c.book45PageRank < 2
RETURN c.name, c.book1PageRank, c.book45PageRank","match
$c isa character, has book1_page_rank $b1, has book45_page_rank $b45;
$b1 < 2.0;
$b45 < 2.0;
fetch {
  ""name"": $c.name,
  ""book1PageRank"": $b1,
  ""book45PageRank"": $b45
};"
96,Find characters in community 759 with a book45PageRank less than 4.,"MATCH (c:Character)
WHERE c.community = 759 AND c.book45PageRank < 4
RETURN c.name, c.book45PageRank","match
$c isa character, has community 759, has book45_page_rank $bpr;
$bpr < 4.0;
fetch {
  ""name"": $c.name,
  ""book45PageRank"": $bpr
};"
97,Which characters are in the top 5 for the sum of their INTERACTS1 and INTERACTS2 weights?,"MATCH (c:Character)-[r1:INTERACTS1]->(:Character)
WITH c, SUM(r1.weight) AS interacts1Weight
MATCH (c)-[r2:INTERACTS2]->(:Character)
WITH c, interacts1Weight, SUM(r2.weight) AS interacts2Weight
RETURN c.name AS characterName, (interacts1Weight + interacts2Weight) AS totalWeight
ORDER BY totalWeight DESC
LIMIT 5","with fun interacts1_total($c: character) -> integer:
    match $r1 isa interacts1 (character1: $c);
    $r1 has weight $w1;
    return sum($w1);
with fun interacts2_total($c: character) -> integer:
    match $r2 isa interacts2 (character1: $c);
    $r2 has weight $w2;
    return sum($w2);
match
$c isa character;
let $total = interacts1_total($c) + interacts2_total($c);
sort $total desc;
limit 5;
fetch {
    ""characterName"": $c.name,
    ""totalWeight"": $total
};"
98,List characters with a book45PageRank above 5 and a community of 584.,"MATCH (c:Character)
WHERE c.book45PageRank > 5 AND c.community = 584
RETURN c.name","match
$c isa character, has book45_page_rank $bpr, has community $comm;
$bpr > 5.0;
$comm == 584;
fetch {
  ""name"": $c.name
};"
99,What are the names of characters who have an INTERACTS1 book value of 1 and a weight greater than 50?,"MATCH (c:Character)-[r:INTERACTS1]->(c2:Character)
WHERE r.book = 1 AND r.weight > 50
RETURN c.name, c2.name","match
$c isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts1 (character1: $c, character2: $c2), has book 1, has weight $w;
$w > 50;
fetch {
  ""name"": $n1,
  ""name2"": $n2
};"
100,Name the top 5 characters with the highest degree in the entire dataset.,"MATCH (c:Character)
RETURN c.name, c.degree
ORDER BY c.degree DESC
LIMIT 5","match
$c isa character, has name $n, has degree $d;
sort $d desc;
limit 5;
fetch {
  ""name"": $n,
  ""degree"": $d
};"
101,Find the characters with a community number less than 600 and a centrality of 1.,"MATCH (c:Character)
WHERE c.community < 600 AND c.centrality = 1.0
RETURN c.name, c.community, c.centrality","match
$c isa character, has community $comm, has centrality $cent, has name $n;
$comm < 600;
$cent == 1.0;
fetch {
  ""name"": $n,
  ""community"": $comm,
  ""centrality"": $cent
};"
102,Who are the top 3 characters based on the combination of book1PageRank and book45PageRank?,"MATCH (c:Character)
WITH c, (c.book1PageRank + c.book45PageRank) AS combinedPageRank
RETURN c.name, combinedPageRank
ORDER BY combinedPageRank DESC
LIMIT 3","match
$c isa character, has book1_page_rank $b1, has book45_page_rank $b45, has name $name;
let $combined = $b1 + $b45;
sort $combined desc;
limit 3;
fetch {
  ""name"": $name,
  ""combinedPageRank"": $combined
};"
103,Identify the top 3 characters based on the sum of their centrality values across all books.,"MATCH (c:Character)
WITH c, 
     c.centrality + c.book1BetweennessCentrality + c.book1PageRank + c.book45PageRank AS totalCentrality
RETURN c.name AS characterName, totalCentrality
ORDER BY totalCentrality DESC
LIMIT 3","match
$c isa character, has name $name;
$c has centrality $cent;
$c has book1_betweenness_centrality $b1bc;
$c has book1_page_rank $b1pr;
$c has book45_page_rank $b45pr;
let $total = $cent + $b1bc + $b1pr + $b45pr;
sort $total desc;
limit 3;
fetch {
  ""characterName"": $name,
  ""totalCentrality"": $total
};"
104,Which characters have the lowest degree but are part of community 795? Limit to top 5.,"MATCH (c:Character)
WHERE c.community = 795
RETURN c.name, c.degree
ORDER BY c.degree ASC
LIMIT 5","match
$c isa character, has community 795, has name $name, has degree $d;
sort $d asc;
limit 5;
fetch {
  ""name"": $name,
  ""degree"": $d
};"
105,Find the characters who have a louvain community number of 10 and a pagerank greater than 0.5.,"MATCH (c:Character)
WHERE c.louvain = 10 AND c.pagerank > 0.5
RETURN c.name, c.louvain, c.pagerank","match
$c isa character, has louvain $l, has pagerank $pr;
$l == 10;
$pr > 0.5;
fetch {
  ""name"": $c.name,
  ""louvain"": $l,
  ""pagerank"": $pr
};"
106,List 3 characters with a book1PageRank less than 1 but an INTERACTS weight greater than 150.,"MATCH (c1:Character)-[r:INTERACTS]->(c2:Character)
WHERE c1.book1PageRank < 1 AND r.weight > 150
RETURN c1.name AS CharacterName, c1.book1PageRank AS Book1PageRank, r.weight AS InteractionWeight
LIMIT 3","match
  $c1 isa character, has book1_page_rank $bpr, has name $name;
  $bpr < 1.0;
  $rel isa interacts (character1: $c1, character2: $c2);
  $rel has weight $w;
  $w > 150;
limit 3;
fetch {
  ""CharacterName"": $name,
  ""Book1PageRank"": $bpr,
  ""InteractionWeight"": $w
};"
107,Who are the top 5 characters in terms of INTERACTS45 weight?,"MATCH (c:Character)-[r:INTERACTS45]->(c2:Character)
RETURN c.name AS character, SUM(r.weight) AS totalWeight
ORDER BY totalWeight DESC
LIMIT 5","match
$c isa character;
$rel isa interacts45 (character1: $c);
$rel has weight $w;
reduce $totalWeight = sum($w) groupby $c;
sort $totalWeight desc;
limit 5;
fetch {
  ""character"": $c.name,
  ""totalWeight"": $totalWeight
};"
108,Name the characters with a degree of zero and a centrality greater than 0.5.,"MATCH (c:Character)
WHERE c.degree = 0.0 AND c.centrality > 0.5
RETURN c.name","match
$c isa character, has degree $d, has centrality $ct;
$d == 0.0;
$ct > 0.5;
fetch {
  ""name"": $c.name
};"
109,List the characters who are part of both community 578 and 579. Limit to 5 characters.,"MATCH (c:Character)
WHERE c.community IN [578, 579]
WITH c, collect(c.community) AS communities
WHERE 578 IN communities AND 579 IN communities
RETURN c.name
LIMIT 5","match
$c isa character, has community 578, has community 579;
limit 5;
fetch { ""name"": $c.name };"
110,Identify the top 3 characters with the lowest pagerank but who interact in book 45.,"MATCH (c:Character)-[:INTERACTS45]->(:Character)
WITH c
ORDER BY c.pagerank ASC
LIMIT 3
RETURN c.name, c.pagerank","match
$c isa character, has pagerank $pr;
interacts45 (character1: $c);
sort $pr;
limit 3;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr
};"
111,What are the names of characters with a louvain value of 1 and degree greater than 10?,"MATCH (c:Character)
WHERE c.louvain = 1 AND c.degree > 10
RETURN c.name","match
$c isa character, has louvain 1, has degree $d;
$d > 10;
fetch {
  ""name"": $c.name
};"
112,Who has the highest book1BetweennessCentrality and is from community 759?,"MATCH (c:Character)
WHERE c.community = 759
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 1","match
$c isa character, has community 759, has book1_betweenness_centrality $b;
sort $b desc;
limit 1;
fetch {
  ""name"": $c.name,
  ""book1_betweenness_centrality"": $b
};"
113,List the top 5 characters based on the sum weight of their INTERACTS1 and INTERACTS2 relationships.,"MATCH (c:Character)-[r1:INTERACTS1]->(c1:Character)
MATCH (c)-[r2:INTERACTS2]->(c2:Character)
WITH c, SUM(r1.weight + r2.weight) AS totalWeight
RETURN c.name AS characterName, totalWeight
ORDER BY totalWeight DESC
LIMIT 5","match
$c isa character;
$rel isa $t ($c);
$rel has weight $w;
{ $t label interacts1; } or { $t label interacts2; };
reduce $total = sum($w) groupby $c;
sort $total desc;
limit 5;
fetch { ""characterName"": $c.name, ""totalWeight"": $total };"
114,Name the 3 characters with the highest INTERACTS3 relationship weight.,"MATCH (c1:Character)-[r:INTERACTS3]->(c2:Character)
RETURN c1.name AS Character, r.weight AS Weight
ORDER BY r.weight DESC
LIMIT 3","match
$c1 isa character;
$rel isa interacts3 (character1: $c1);
$rel has weight $w;
sort $w desc;
limit 3;
fetch {
  ""Character"": $c1.name,
  ""Weight"": $w
};"
115,Which characters have a book45PageRank less than 1 but a book1PageRank greater than 2?,"MATCH (c:Character)
WHERE c.book45PageRank < 1 AND c.book1PageRank > 2
RETURN c.name","match
$c isa character, has book45_page_rank $b45, has book1_page_rank $b1;
$b45 < 1.0;
$b1 > 2.0;
fetch {
  ""name"": $c.name
};"
116,Identify characters who have both high pagerank and high degree of centrality. Limit to top 5.,"MATCH (c:Character)
WHERE c.pagerank > 8.0 AND c.degree > 250.0
RETURN c.name, c.pagerank, c.degree
ORDER BY c.pagerank DESC, c.degree DESC
LIMIT 5","match
$c isa character, has pagerank $pr, has degree $d;
$pr > 8.0;
$d > 250.0;
sort $pr desc, $d desc;
limit 5;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr,
  ""degree"": $d
};"
117,What are the top 3 characters with a community number exactly 579?,"MATCH (c:Character)
WHERE c.community = 579
RETURN c.name, c.centrality, c.book45PageRank, c.fastrf_embedding, c.book1BetweennessCentrality, c.book1PageRank, c.louvain, c.degree, c.pagerank
ORDER BY c.pagerank DESC
LIMIT 3","match
$c isa character, has community $comm, has pagerank $pr;
$comm == 579;
sort $pr desc;
limit 3;
fetch {
  ""name"": $c.name,
  ""centrality"": $c.centrality,
  ""book45_page_rank"": $c.book45_page_rank,
  ""fastrf_embedding"": $c.fastrf_embedding,
  ""book1_betweenness_centrality"": $c.book1_betweenness_centrality,
  ""book1_page_rank"": $c.book1_page_rank,
  ""louvain"": $c.louvain,
  ""degree"": $c.degree,
  ""pagerank"": $pr
};"
118,List the top 3 characters with the highest book1BetweennessCentrality.,"MATCH (c:Character)
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 3","match
$c isa character, has name $n, has book1_betweenness_centrality $b;
sort $b desc;
limit 3;
fetch {
  ""name"": $n,
  ""book1_betweenness_centrality"": $b
};"
120,Identify characters with a pagerank less than 0.2 but a degree greater than 10.,"MATCH (c:Character)
WHERE c.pagerank < 0.2 AND c.degree > 10
RETURN c.name, c.pagerank, c.degree","match
$c isa character, has pagerank $pr, has degree $d;
$pr < 0.2;
$d > 10.0;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr,
  ""degree"": $d
};"
122,Find the characters with a book1PageRank less than 2 and a community number greater than 750.,"MATCH (c:Character)
WHERE c.book1PageRank < 2 AND c.community > 750
RETURN c.name, c.book1PageRank, c.community","match
$c isa character, has book1_page_rank $bpr, has community $comm;
$bpr < 2.0;
$comm > 750;
fetch {
  ""name"": $c.name,
  ""book1_page_rank"": $bpr,
  ""community"": $comm
};"
123,Who are the top 5 characters based on the combination of centrality and degree?,"MATCH (c:Character)
WITH c, c.centrality + c.degree AS combined_score
RETURN c.name AS character, combined_score
ORDER BY combined_score DESC
LIMIT 5","match
$c isa character, has name $name, has centrality $cent, has degree $deg;
let $combined = $cent + $deg;
sort $combined desc;
limit 5;
fetch {
  ""character"": $name,
  ""combined_score"": $combined
};"
124,List the characters with a community number less than 600 and a pagerank greater than 0.4.,"MATCH (c:Character)
WHERE c.community < 600 AND c.pagerank > 0.4
RETURN c.name, c.community, c.pagerank","match
$c isa character, has community $comm, has pagerank $pr, has name $name;
$comm < 600;
$pr > 0.4;
fetch {
  ""name"": $name,
  ""community"": $comm,
  ""pagerank"": $pr
};"
125,Name the top 3 characters based on the sum of their book1PageRank and book45PageRank.,"MATCH (c:Character)
WITH c, (c.book1PageRank + c.book45PageRank) AS totalPageRank
RETURN c.name AS characterName, totalPageRank
ORDER BY totalPageRank DESC
LIMIT 3","match
$c isa character, has book1_page_rank $b1, has book45_page_rank $b45, has name $name;
let $total = $b1 + $b45;
sort $total desc;
limit 3;
fetch {
  ""characterName"": $name,
  ""totalPageRank"": $total
};"
126,Who are the characters in community 504?,"MATCH (c:Character)
WHERE c.community = 504
RETURN c.name","match
$c isa character, has community 504;
fetch {
  ""name"": $c.name
};"
127,Identify the top 3 characters with the highest book1BetweennessCentrality and a community number of 759.,"MATCH (c:Character)
WHERE c.community = 759
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 3","match
$c isa character, has community 759, has book1_betweenness_centrality $b;
sort $b desc;
limit 3;
fetch {
  ""name"": $c.name,
  ""book1_betweenness_centrality"": $b
};"
128,What are the names of characters who have an INTERACTS2 book value of 2 and a weight greater than 50?,"MATCH (c1:Character)-[r:INTERACTS2]->(c2:Character)
WHERE r.book = 2 AND r.weight > 50
RETURN c1.name, c2.name","match
$c1 isa character;
$c2 isa character;
$rel isa interacts2 (character1: $c1, character2: $c2);
$rel has book 2, has weight $w;
$w > 50;
fetch {
  ""c1_name"": $c1.name,
  ""c2_name"": $c2.name
};"
129,List the characters with a pagerank above 0.5 and an INTERACTS weight over 200.,"MATCH (c:Character)-[r:INTERACTS]->(c2:Character)
WHERE c.pagerank > 0.5 AND r.weight > 200
RETURN c.name AS CharacterName, c.pagerank AS PageRank, r.weight AS InteractionWeight","match
$c isa character, has pagerank $pr, has name $name;
$pr > 0.5;
$rel isa interacts (character1: $c, character2: $c2);
$rel has weight $w;
$w > 200;
fetch {
  ""CharacterName"": $name,
  ""PageRank"": $pr,
  ""InteractionWeight"": $w
};"
130,Who are the top 5 characters with the lowest book45PageRank but a book1PageRank greater than 4?,"MATCH (c:Character)
WHERE c.book1PageRank > 4
RETURN c.name, c.book45PageRank
ORDER BY c.book45PageRank ASC
LIMIT 5","match
$c isa character, has book1_page_rank $b1pr, has book45_page_rank $b45pr;
$b1pr > 4.0;
sort $b45pr asc;
limit 5;
fetch {
  ""name"": $c.name,
  ""book45_page_rank"": $b45pr
};"
131,Find the characters who have a degree of zero and a book1PageRank greater than 0.5.,"MATCH (c:Character)
WHERE c.degree = 0.0 AND c.book1PageRank > 0.5
RETURN c.name","match
$c isa character, has degree $d, has book1_page_rank $bpr;
$d == 0.0;
$bpr > 0.5;
fetch {
  ""name"": $c.name
};"
132,List the top 5 characters with a community number exactly 795.,"MATCH (c:Character)
WHERE c.community = 795
RETURN c.name, c.centrality, c.book45PageRank, c.fastrf_embedding, c.book1BetweennessCentrality, c.book1PageRank, c.louvain, c.degree, c.pagerank
ORDER BY c.centrality DESC
LIMIT 5","match
$c isa character, has community 795, has name $name, has centrality $centrality, has book45_page_rank $b45pr, has fastrf_embedding $fe, has book1_betweenness_centrality $b1bc, has book1_page_rank $b1pr, has louvain $l, has degree $d, has pagerank $pr;
sort $centrality desc;
limit 5;
fetch {
  ""name"": $name,
  ""centrality"": $centrality,
  ""book45_page_rank"": $b45pr,
  ""fastrf_embedding"": $fe,
  ""book1_betweenness_centrality"": $b1bc,
  ""book1_page_rank"": $b1pr,
  ""louvain"": $l,
  ""degree"": $d,
  ""pagerank"": $pr
};"
133,Name the characters with a louvain value of 6 and a pagerank greater than 0.3.,"MATCH (c:Character)
WHERE c.louvain = 6 AND c.pagerank > 0.3
RETURN c.name","match
$c isa character, has louvain 6, has pagerank $pr;
$pr > 0.3;
fetch {
  ""name"": $c.name
};"
134,Which characters have the highest sum of pagerank values across all books? Limit to top 5.,"MATCH (c:Character)
WITH c, 
     c.book1PageRank + c.book45PageRank + c.pagerank AS totalPageRank
ORDER BY totalPageRank DESC
LIMIT 5
RETURN c.name AS characterName, totalPageRank","match
$c isa character, has book1_page_rank $b1, has book45_page_rank $b45, has pagerank $pr;
let $total = $b1 + $b45 + $pr;
sort $total desc;
limit 5;
fetch {
  ""characterName"": $c.name,
  ""totalPageRank"": $total
};"
135,Identify the top 5 characters based on the average of their centrality values across all books.,"MATCH (c:Character)
WITH c, 
     (c.centrality + c.book1BetweennessCentrality + c.book1PageRank + c.book45PageRank) / 4 AS avgCentrality
RETURN c.name AS characterName, avgCentrality
ORDER BY avgCentrality DESC
LIMIT 5","match
$c isa character;
$c has centrality $cent;
$c has book1_betweenness_centrality $b1bc;
$c has book1_page_rank $b1pr;
$c has book45_page_rank $b45pr;
let $avg_centrality = ($cent + $b1bc + $b1pr + $b45pr) / 4.0;
sort $avg_centrality desc;
limit 5;
fetch {
  ""characterName"": $c.name,
  ""avgCentrality"": $avg_centrality
};"
136,List the characters who are part of community 504 and have a degree greater than 20.,"MATCH (c:Character)
WHERE c.community = 504 AND c.degree > 20
RETURN c.name","match
$c isa character, has community 504, has degree $d, has name $n;
$d > 20.0;
fetch {
  ""name"": $n
};"
137,Find the characters with a book1PageRank greater than 3 and a book45PageRank less than 2.,"MATCH (c:Character)
WHERE c.book1PageRank > 3 AND c.book45PageRank < 2
RETURN c.name, c.book1PageRank, c.book45PageRank","match
$c isa character,
    has book1_page_rank $b1pr,
    has book45_page_rank $b45pr;
$b1pr > 3;
$b45pr < 2;
fetch {
    ""name"": $c.name,
    ""book1_page_rank"": $b1pr,
    ""book45_page_rank"": $b45pr
};"
138,What are the names of the top 5 characters by degree who are also in louvain community 2?,"MATCH (c:Character)
WHERE c.louvain = 2
RETURN c.name
ORDER BY c.degree DESC
LIMIT 5","match
$c isa character, has louvain 2, has degree $d;
sort $d desc;
limit 5;
fetch { ""name"": $c.name };"
139,Name the 3 characters with the highest pagerank in book 45.,"MATCH (c:Character)
RETURN c.name, c.book45PageRank
ORDER BY c.book45PageRank DESC
LIMIT 3","match
$c isa character, has name $n, has book45_page_rank $r;
sort $r desc;
limit 3;
fetch {
  ""name"": $n,
  ""book45_page_rank"": $r
};"
140,List the characters who have a centrality value of exactly 0.8. Limit to top 5.,"MATCH (c:Character)
WHERE c.centrality = 0.8
RETURN c.name
LIMIT 5","match
$c isa character, has centrality 0.8;
limit 5;
fetch {
  ""name"": $c.name
};"
141,Identify the top 5 characters with the most interactions in book 3.,"MATCH (c:Character)-[r:INTERACTS3]->(:Character)
WITH c, COUNT(r) AS interactions
ORDER BY interactions DESC
LIMIT 5
RETURN c.name AS characterName, interactions","match
$c isa character;
$rel isa interacts3 ($c);
reduce $count = count($rel) groupby $c;
sort $count desc;
limit 5;
fetch { ""characterName"": $c.name, ""interactions"": $count };"
142,Which characters are in the top 5 for louvain community size?,"MATCH (c:Character)
WITH c.louvain AS community, count(c) AS communitySize
ORDER BY communitySize DESC
LIMIT 5
MATCH (c:Character {louvain: community})
RETURN c.name, community","match
$c isa character, has louvain $l;
reduce $size = count($c) groupby $l;
sort $size desc;
limit 5;
match
$c2 isa character, has louvain $l, has name $n;
fetch {
  ""name"": $n,
  ""community"": $l
};"
143,Who are the top 5 characters by book1BetweennessCentrality?,"MATCH (c:Character)
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 5","match
$c isa character, has book1_betweenness_centrality $bc;
sort $bc desc;
limit 5;
fetch {
  ""name"": $c.name,
  ""book1_betweenness_centrality"": $bc
};"
144,Who are the top 5 characters with the lowest book1PageRank but more than zero degree?,"MATCH (c:Character)
WHERE c.book1PageRank IS NOT NULL AND c.degree > 0
RETURN c.name, c.book1PageRank
ORDER BY c.book1PageRank ASC
LIMIT 5","match
$c isa character, has book1_page_rank $bpr, has degree $d;
$d > 0;
sort $bpr asc;
limit 5;
fetch {
  ""name"": $c.name,
  ""book1_page_rank"": $bpr
};"
145,Name the characters involved in the INTERACTS2 relationship with the highest weights. Limit to 3 characters.,"MATCH (c1:Character)-[r:INTERACTS2]->(c2:Character)
RETURN c1.name AS Character1, c2.name AS Character2, r.weight AS Weight
ORDER BY r.weight DESC
LIMIT 3","match
$c1 isa character, has name $n1;
$c2 isa character, has name $n2;
$rel isa interacts2 (character1: $c1, character2: $c2), has weight $w;
sort $w desc;
limit 3;
fetch {
  ""Character1"": $n1,
  ""Character2"": $n2,
  ""Weight"": $w
};"
146,List characters with a centrality above 0.6 and a pagerank below 1.,"MATCH (c:Character)
WHERE c.centrality > 0.6 AND c.pagerank < 1
RETURN c.name","match
$c isa character, has centrality $cent, has pagerank $pr, has name $n;
$cent > 0.6;
$pr < 1.0;
fetch {
  ""name"": $n
};"
147,Who are the top 3 characters with the highest book1BetweennessCentrality?,"MATCH (c:Character)
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 3","match
$c isa character, has book1_betweenness_centrality $b;
sort $b desc;
limit 3;
fetch {
  ""name"": $c.name,
  ""book1_betweenness_centrality"": $b
};"
148,Find characters in community 759 with a degree above 30.,"MATCH (c:Character)
WHERE c.community = 759 AND c.degree > 30
RETURN c.name, c.degree","match
$c isa character, has community 759, has degree $d;
$d > 30.0;
fetch {
  ""name"": $c.name,
  ""degree"": $d
};"
149,List characters with a book45PageRank below 1.5.,"MATCH (c:Character)
WHERE c.book45PageRank < 1.5
RETURN c.name, c.book45PageRank","match
$c isa character, has book45_page_rank $bpr;
$bpr < 1.5;
fetch {
  ""name"": $c.name,
  ""book45_page_rank"": $bpr
};"
150,Who are the top 5 characters with the lowest centrality?,"MATCH (c:Character)
WITH c
ORDER BY c.centrality ASC
LIMIT 5
RETURN c.name, c.centrality","match
$c isa character, has centrality $cent;
sort $cent asc;
limit 5;
fetch {
  ""name"": $c.name,
  ""centrality"": $cent
};"
151,Find characters with a centrality below 0.1 and a louvain value above 5.,"MATCH (c:Character)
WHERE c.centrality < 0.1 AND c.louvain > 5
RETURN c.name, c.centrality, c.louvain","match
$c isa character, has centrality $cent, has louvain $louv, has name $name;
$cent < 0.1;
$louv > 5;
fetch {
  ""name"": $name,
  ""centrality"": $cent,
  ""louvain"": $louv
};"
152,List characters with a book1BetweennessCentrality above 2000.,"MATCH (c:Character)
WHERE c.book1BetweennessCentrality > 2000
RETURN c.name, c.book1BetweennessCentrality","match
$c isa character, has name $n, has book1_betweenness_centrality $bc;
$bc > 2000.0;
fetch {
  ""name"": $n,
  ""book1_betweenness_centrality"": $bc
};"
153,Who are the top 3 characters with the highest weight in INTERACTS1 relationships?,"MATCH (c1:Character)-[r:INTERACTS1]->(c2:Character)
RETURN c1.name AS Character, r.weight AS Weight
ORDER BY r.weight DESC
LIMIT 3","match
$c1 isa character;
$c2 isa character;
$rel isa interacts1 (character1: $c1, character2: $c2);
$rel has weight $w;
sort $w desc;
limit 3;
fetch {
  ""Character"": $c1.name,
  ""Weight"": $w
};"
154,Find characters with a centrality above 0.4 and a book1PageRank below 0.3.,"MATCH (c:Character)
WHERE c.centrality > 0.4 AND c.book1PageRank < 0.3
RETURN c.name, c.centrality, c.book1PageRank","match
$c isa character, has centrality $cent, has book1_page_rank $bpr, has name $name;
$cent > 0.4;
$bpr < 0.3;
fetch {
  ""name"": $name,
  ""centrality"": $cent,
  ""book1_page_rank"": $bpr
};"
155,List characters with a pagerank above 9.,"MATCH (c:Character)
WHERE c.pagerank > 9
RETURN c.name, c.pagerank","match
$c isa character, has name $name, has pagerank $pr;
$pr > 9.0;
fetch {
  ""name"": $name,
  ""pagerank"": $pr
};"
156,Who are the top 5 characters by degree?,"MATCH (c:Character)
RETURN c.name, c.degree
ORDER BY c.degree DESC
LIMIT 5","match
$c isa character, has degree $d;
sort $d desc;
limit 5;
fetch {
  ""name"": $c.name,
  ""degree"": $d
};"
157,Find characters with a centrality below 0.2 and a book45PageRank above 3.,"MATCH (c:Character)
WHERE c.centrality < 0.2 AND c.book45PageRank > 3
RETURN c.name, c.centrality, c.book45PageRank","match
$c isa character, has centrality $cent, has book45_page_rank $bpr, has name $name;
$cent < 0.2;
$bpr > 3.0;
fetch {
  ""name"": $name,
  ""centrality"": $cent,
  ""book45PageRank"": $bpr
};"
158,List characters with a louvain value of 3 and a degree below 5.,"MATCH (c:Character)
WHERE c.louvain = 3 AND c.degree < 5
RETURN c.name","match
$c isa character, has louvain 3, has degree $d;
$d < 5.0;
fetch {
  ""name"": $c.name
};"
159,Who are the top 3 characters with the lowest pagerank?,"MATCH (c:Character)
RETURN c.name, c.pagerank
ORDER BY c.pagerank ASC
LIMIT 3","match
$c isa character, has pagerank $pr;
sort $pr asc;
limit 3;
fetch {
  ""name"": $c.name,
  ""pagerank"": $pr
};"
160,Find characters in community 578 with a book1BetweennessCentrality above 500.,"MATCH (c:Character)
WHERE c.community = 578 AND c.book1BetweennessCentrality > 500
RETURN c.name, c.book1BetweennessCentrality","match
$c isa character, has community 578, has book1_betweenness_centrality $bc;
$bc > 500.0;
fetch {
  ""name"": $c.name,
  ""book1_betweenness_centrality"": $bc
};"
161,List characters with a pagerank below 0.5.,"MATCH (c:Character)
WHERE c.pagerank < 0.5
RETURN c.name, c.pagerank","match
$c isa character, has pagerank $pr, has name $n;
$pr < 0.5;
fetch {
  ""name"": $n,
  ""pagerank"": $pr
};"
162,Who are the top 5 characters with the lowest book1PageRank?,"MATCH (c:Character)
WITH c
ORDER BY c.book1PageRank ASC
LIMIT 5
RETURN c.name, c.book1PageRank","match
$c isa character, has book1_page_rank $bpr, has name $n;
sort $bpr asc;
limit 5;
fetch {
  ""name"": $n,
  ""book1_page_rank"": $bpr
};"
163,Find characters with a centrality above 0.3 and a louvain value of 1.,"MATCH (c:Character)
WHERE c.centrality > 0.3 AND c.louvain = 1
RETURN c.name, c.centrality, c.louvain","match
$c isa character, has centrality $cent, has louvain $louv, has name $name;
$cent > 0.3;
$louv == 1;
fetch {
  ""name"": $name,
  ""centrality"": $cent,
  ""louvain"": $louv
};"
